Day of Date,Destination Country,Destination Iso Country,Destination Region,Passenger,Type,fl_wow_change,fl_yoy_change,Flights Number 7Days,Lastwk Flights Number 7Days,Lastyr Flights Number 7Days,ask_wow_change,ask_yoy_change,Av Seat Km,Av Seat Km 7Days,Date,Destination Iso3,Flights Number,Lastwk Av Seat Km 7Days,Lastwk Passengers Number 7Days,Lastwk Payload 7Days,Lastyr Av Seat Km 7Days,Lastyr Passengers Number 7Days,Lastyr Payload 7Days,Passengers Number,Passengers Number 7Days,Payload,Payload 7Days,pl_wow_change,pl_yoy_change,psg_wow_change,psg_yoy_change
20-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.26%,-30.77%,18,19,26,2.71%,-25.19%,563602.6442,5268919.854,9/20/22,VUT,2,5130058.67,2524,,7042777.199,3612,8416,314,2602,1736,1736,,-79.37%,3.09%,-27.96%
1-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,23.53%,-12.50%,21,17,24,7.50%,-10.82%,955422.4596,6034901.332,10/1/22,VUT,4,5614121.842,2660,1736,6767218.39,3380,4938,576,3134,0,5134,195.74%,3.97%,17.82%,-7.28%
2-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-20.83%,19,19,24,-1.48%,-14.57%,743684.9388,5780960.967,10/2/22,VUT,2,5868062.207,3000,5134,6767218.39,3380,4938,340,2794,0,1736,-66.19%,-64.84%,-6.87%,-17.34%
16-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,22.22%,-12.00%,22,18,25,14.22%,-12.21%,743684.9388,6086739.8,10/16/22,VUT,2,5328927.658,2704,3472,6933137.965,3516,7578,340,3276,0,3472,0.00%,-54.18%,21.15%,-6.83%
17-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,5.00%,-16.00%,21,20,25,-2.98%,-18.29%,576002.9745,5664932.811,10/17/22,VUT,3,5839135.977,3042,3472,6933137.965,3516,7578,406,3106,0,3472,0.00%,-54.18%,2.10%,-11.66%
25-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-23.08%,20,20,26,4.55%,-21.53%,645390.9669,5526250.691,10/25/22,VUT,3,5285513.326,2936,3472,7042777.199,3612,8416,458,2910,3472,5208,50.00%,-38.12%,-0.89%,-19.44%
27-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-18.18%,-30.77%,18,22,26,-16.25%,-29.61%,986730.1405,4972873.631,10/27/22,VUT,3,5937582.368,3250,5208,7064645.331,3584,10400,408,2698,0,3472,-33.33%,-66.62%,-16.98%,-24.72%
31-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,10.00%,-15.38%,22,20,26,4.95%,-17.90%,809479.594,5800054.998,10/31/22,VUT,3,5526250.691,2910,5208,7064645.331,3584,10400,408,3330,0,5208,0.00%,-49.92%,14.43%,-7.09%
2-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,15.79%,-12.00%,22,19,25,11.67%,-12.70%,965713.1119,5857596.533,11/2/22,VUT,3,5245523.189,2842,5208,6709538.851,3436,8416,510,3330,0,5208,0.00%,-38.12%,17.17%,-3.08%
3-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,16.67%,-16.00%,21,18,25,10.16%,-18.35%,607310.6555,5478177.048,11/3/22,VUT,2,4972873.631,2698,3472,6709538.851,3436,8416,238,3160,0,5208,50.00%,-38.12%,17.12%,-8.03%
4-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,10.53%,-19.23%,21,19,26,8.21%,-24.45%,511260.7162,5478177.048,11/4/22,VUT,2,5062327.359,2868,3472,7251054.851,3606,8416,340,3160,0,5208,50.00%,-38.12%,10.18%,-12.37%
5-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,5.00%,-16.00%,21,20,25,3.34%,-21.23%,999930.6087,5379485.065,11/5/22,VUT,5,5205527.49,3016,3472,6829247.862,3436,8416,622,3058,0,5208,50.00%,-38.12%,1.39%,-11.00%
20-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-16.00%,21,21,25,0.29%,-18.45%,849704.9288,5471555.183,11/20/22,VUT,4,5455570.373,3060,5208,6709538.851,3436,8416,552,3186,1736,5208,0.00%,-38.12%,4.12%,-7.28%
22-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,4.76%,-12.00%,22,21,25,2.04%,-17.47%,1127438.995,5537349.838,11/22/22,VUT,6,5426609.605,3062,5208,6709538.851,3436,8416,766,3254,3472,5208,0.00%,-38.12%,6.27%,-5.30%
27-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,9.52%,-8.00%,23,21,25,2.76%,-16.20%,783910.2737,5622841.015,11/27/22,VUT,3,5471555.183,3186,5208,6709538.851,3436,8416,484,3296,1736,6944,33.33%,-17.49%,3.45%,-4.07%
30-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-4.55%,-16.00%,21,22,25,-0.75%,-19.55%,867021.1292,5398019.98,11/30/22,VUT,3,5438657.856,3152,5208,6709538.851,3436,8416,408,3110,0,3472,-33.33%,-58.75%,-1.33%,-9.49%
3-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-3.57%,-6.90%,27,28,29,-1.53%,-2.76%,831870.3027,7471392.273,1/3/20,VUT,3,7587139.618,3946,9926,7683401.038,4218,9926,492,3956,1510,11436,15.21%,15.21%,0.25%,-6.21%
9-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.70%,-9.68%,28,27,31,-0.90%,-5.46%,1029117.644,7404398.359,1/9/20,VUT,3,7471392.273,3956,11436,7832335.04,4444,9926,408,3882,0,12108,5.88%,21.98%,-1.87%,-12.65%
19-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.57%,0.00%,29,28,29,-0.15%,-0.37%,956228.0354,7399291.339,1/19/20,VUT,4,7410712.74,3894,10598,7426987.656,4188,11436,626,4214,1621,12219,15.30%,6.85%,8.22%,0.62%
29-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-7.14%,-13.33%,26,28,30,-2.85%,-2.57%,828871.1788,7136061.77,1/29/20,VUT,3,7345651.004,4072,13057,7324030.601,4250,11436,414,3672,0,11436,-12.41%,0.00%,-9.82%,-13.60%
31-Jan-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,3.70%,-6.67%,28,27,30,1.52%,0.58%,728913.2477,7366343.063,1/31/20,VUT,4,7256197.277,3902,13057,7324030.601,4250,11436,554,3910,1510,11436,-12.41%,0.00%,0.21%,-8.00%
4-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-30.77%,-35.71%,18,26,28,-46.13%,-45.46%,249977.8143,3844159.776,2/4/20,VUT,2,7136061.77,3672,11436,7048093.988,4012,11436,212,2356,3136,6267,-45.20%,-45.20%,-35.84%,-41.28%
14-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,27.27%,-41.67%,14,11,24,45.12%,-56.48%,821799.8197,2526759.59,2/14/20,VUT,4,1741146.861,1370,6267,5805777.094,3356,9926,650,1916,2387,6400,2.12%,-35.52%,39.85%,-42.91%
15-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,36.36%,-40.00%,15,11,25,65.81%,-51.79%,919531.9749,2954371.99,2/15/20,VUT,3,1781784.736,1412,5523,6127655.044,3526,9926,516,2092,0,5523,0.00%,-44.36%,48.16%,-40.67%
17-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,54.55%,-32.00%,17,11,25,113.16%,-38.02%,820839.9922,3797985.968,2/17/20,VUT,3,1781784.736,1412,5523,6127655.044,3526,9926,414,2432,0,5523,0.00%,-44.36%,72.24%,-31.03%
19-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,72.73%,-24.00%,19,11,25,167.22%,-21.26%,828871.1788,4761308.957,2/19/20,VUT,3,1781784.736,1412,5523,6046776.79,3454,4646,414,2772,0,5523,0.00%,18.88%,96.32%,-19.75%
21-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,28.57%,-28.00%,18,14,25,97.33%,-17.54%,504946.3354,4985971.473,2/21/20,VUT,2,2526759.59,1916,6400,6046776.79,3454,4646,328,2620,0,3136,-51.00%,-32.50%,36.74%,-24.15%
22-Feb-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,-28.00%,18,15,25,81.53%,-11.22%,1296561.337,5363000.836,2/22/20,VUT,3,2954371.99,2092,5523,6040462.409,3442,6156,516,2620,0,3136,-43.22%,-49.06%,25.24%,-23.88%
6-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.88%,-33.33%,16,17,24,-1.38%,-9.30%,504946.3354,5259909.661,3/6/20,VUT,2,5333735.503,2564,4990,5799462.713,3344,11436,328,2496,0,4990,0.00%,-56.37%,-2.65%,-25.36%
23-Mar-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-22.73%,-29.17%,17,22,24,-11.35%,-8.35%,421806.989,5315440.425,3/23/20,VUT,1,5995725.836,3316,9293,5799462.713,3344,11436,170,2750,0,4646,-50.01%,-59.37%,-17.07%,-17.76%
1-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-84.00%,4,2,25,139.14%,-87.53%,65794.65514,856545.8172,9/1/20,VUT,1,358171.1026,204,2640,6868826.438,3476,5776,68,578,0,0,-100.00%,-100.00%,183.33%,-83.37%
8-Sep-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.77%,5,4,26,60.71%,-80.45%,65794.65514,1376550.948,9/8/20,VUT,1,856545.8172,578,,7042777.199,3612,8416,68,614,0,2640,,-68.63%,6.23%,-83.00%
13-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-76.92%,6,4,26,39.91%,-81.02%,756245.5102,1336501.372,10/13/20,VUT,2,955252.1778,554,1510,7042777.199,3612,8416,238,665,0,0,-100.00%,-100.00%,20.04%,-81.59%
20-Oct-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.00%,4,6,25,-42.07%,-88.83%,394767.9309,774187.4159,10/20/20,VUT,3,1336501.372,665,,6933137.965,3516,7578,408,578,0,0,,-100.00%,-13.08%,-83.56%
4-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-50.00%,-92.31%,2,4,26,-18.00%,-93.86%,379419.485,445214.1402,11/4/20,VUT,1,542920.9873,476,,7251054.851,3606,8416,170,238,0,0,,-100.00%,-50.00%,-93.40%
19-Nov-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-50.00%,-92.00%,2,4,25,-81.36%,-97.69%,89453.72717,155248.3823,11/19/20,VUT,1,832886.7452,476,,6709538.851,3436,8416,170,238,0,0,,-100.00%,-50.00%,-93.07%
3-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,100.00%,-75.00%,6,3,24,56.16%,-79.68%,89453.72717,1342910.405,12/3/20,VUT,1,859978.662,504,877,6607930.804,3340,7578,170,918,0,0,-100.00%,-100.00%,82.14%,-72.51%
17-Dec-20,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-60.00%,-92.86%,2,5,28,-74.27%,-96.60%,89453.72717,253940.365,12/17/20,VUT,1,986952.3438,710,3517,7471339.722,3940,9926,170,340,0,0,-100.00%,-100.00%,-52.11%,-91.37%
9-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,150.00%,-83.87%,5,2,31,529.33%,-69.31%,407892.5785,2403560.557,1/9/21,VUT,1,381925.0896,340,,7832335.04,4444,9926,170,850,0,0,,-100.00%,150.00%,-80.87%
16-Jan-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-82.76%,5,5,29,-51.21%,-83.40%,321877.9498,1172676.252,1/16/21,VUT,1,2403560.557,850,,7064660.941,4074,12946,170,850,0,0,,-100.00%,0.00%,-79.14%
9-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-42.86%,-83.33%,4,7,24,-24.03%,-80.35%,217438.4517,1140764.06,2/9/21,VUT,1,1501649.527,1190,,5805777.094,3356,9926,170,680,0,0,,-100.00%,-42.86%,-79.74%
10-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-83.33%,4,6,24,-14.69%,-80.35%,379419.485,1140764.06,2/10/21,VUT,1,1337162.889,1020,,5805777.094,3356,9926,170,680,0,0,,-100.00%,-33.33%,-79.74%
25-Feb-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-16.67%,-81.48%,5,6,27,-24.39%,-81.22%,306892.1789,1230217.787,2/25/21,VUT,2,1627128.647,1020,,6551861.674,3784,11436,340,850,0,0,,-100.00%,-16.67%,-77.54%
2-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,75.00%,-70.83%,7,4,24,39.58%,-72.54%,65794.65514,1592243.387,3/2/21,VUT,1,1140764.06,680,,5799462.713,3344,11436,68,1062,0,3136,,-72.58%,56.18%,-68.24%
11-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,-73.91%,6,5,23,22.05%,-76.05%,217438.4517,1371045.353,3/11/21,VUT,1,1123370.175,722,3136,5725636.872,3276,11436,170,918,0,0,-100.00%,-100.00%,27.15%,-71.98%
25-Mar-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,66.67%,-79.17%,5,3,24,182.04%,-70.57%,217438.4517,1706644.859,3/25/21,VUT,1,605111.0567,408,,5799462.713,3344,11436,170,850,0,0,,-100.00%,108.33%,-74.58%
10-Apr-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-82.76%,5,4,29,-17.55%,-84.59%,321877.9498,1135537.471,4/10/21,VUT,1,1377193.411,578,,7367272.588,4079,5280,170,736,0,1754,,-66.78%,27.34%,-81.96%
19-May-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-81.48%,5,5,27,-27.42%,-82.68%,486364.5877,1197783.623,5/19/21,VUT,2,1650374.896,748,,6915082.616,3810,5776,340,646,0,0,,-100.00%,-13.64%,-83.04%
1-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,20.00%,-78.57%,6,5,28,69.05%,-74.55%,65794.65514,1803970.758,6/1/21,VUT,1,1067104.598,750,,7089033.378,3946,8416,68,818,0,0,,-100.00%,9.07%,-79.27%
2-Jun-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-78.57%,6,4,28,142.07%,-74.55%,164486.6379,1803970.758,6/2/21,VUT,1,745226.6484,580,,7089033.378,3946,8416,170,818,0,0,,-100.00%,41.03%,-79.27%
1-Jul-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,16.67%,-74.07%,7,6,27,-0.34%,-77.30%,254272.3394,1636131.15,7/1/21,VUT,2,1641792.44,920,,7207263.837,3782,8416,240,988,0,0,,-100.00%,7.39%,-73.88%
26-Aug-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,200.00%,-76.92%,6,2,26,244.98%,-74.11%,444726.4661,1876391.338,8/26/21,VUT,2,543906.1229,340,,7248245.923,3646,5776,240,920,0,0,,-100.00%,170.59%,-74.77%
8-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-40.00%,-88.46%,3,5,26,-61.24%,-90.76%,486364.5877,650851.2255,9/8/21,VUT,2,1679083.444,750,,7042777.199,3612,8416,340,510,0,0,,-100.00%,-32.00%,-85.88%
24-Sep-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,133.33%,-72.00%,7,3,25,30.98%,-73.03%,379419.485,1854416.662,9/24/21,VUT,1,1415838.254,510,,6875374.497,3448,4938,170,1090,0,0,,-100.00%,113.73%,-68.39%
10-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,233.33%,-61.54%,10,3,26,291.15%,-51.92%,379419.485,3386491.429,10/10/21,VUT,1,865784.0727,510,,7042777.199,3612,8416,170,1600,0,0,,-100.00%,213.73%,-55.70%
21-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-84.00%,4,6,25,-44.24%,-81.49%,797268.1769,1283632.765,10/21/21,VUT,2,2301951.341,1020,,6933137.965,3516,7578,340,680,0,0,,-100.00%,-33.33%,-80.66%
28-Oct-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.77%,5,4,26,-25.00%,-86.37%,217438.4517,962665.1002,10/28/21,VUT,1,1283632.765,680,,7064645.331,3584,10400,170,750,0,0,,-100.00%,10.29%,-79.07%
1-Dec-21,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-42.86%,-84.00%,4,7,25,-56.76%,-84.64%,486364.5877,1030270.711,12/1/21,VUT,2,2382893.373,1090,,6709538.851,3436,8416,340,680,0,0,,-100.00%,-37.61%,-80.21%
28-Jan-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,50.00%,-80.00%,6,4,30,27.96%,-68.74%,787312.0635,2289835.972,1/28/22,VUT,2,1789452.328,674,877,7324030.601,4250,11436,340,1020,0,0,-100.00%,-100.00%,51.34%,-76.00%
22-Feb-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-80.00%,5,4,25,6.87%,-75.18%,379419.485,1498944.221,2/22/22,VUT,1,1402594.87,680,,6040462.409,3442,6156,170,850,0,0,,-100.00%,25.00%,-75.31%
8-Mar-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,25.00%,-79.17%,5,4,24,-2.14%,-74.65%,389607.7419,1470324.662,3/8/22,VUT,2,1502523.909,680,,5799462.713,3344,11436,240,750,0,0,,-100.00%,10.29%,-77.57%
4-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-33.33%,-92.31%,2,3,26,-7.46%,-87.93%,421806.989,801226.4741,4/4/22,VUT,1,865784.0727,510,,6637504.857,3696,9926,170,340,0,0,,-100.00%,-33.33%,-90.80%
8-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,400.00%,-82.76%,5,1,29,325.03%,-78.27%,421806.989,1612641.205,4/8/22,VUT,1,379419.485,170,,7422271.726,4122,8416,170,750,0,0,,-100.00%,341.18%,-81.80%
9-Apr-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,500.00%,-79.31%,6,1,29,425.03%,-72.96%,379419.485,1992060.69,4/9/22,VUT,1,379419.485,170,,7367272.588,4079,5280,170,920,0,0,,-100.00%,441.18%,-77.45%
5-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,,-50.00%,14,,28,,-51.50%,805861.1146,3655726.886,7/5/22,VUT,4,,,,7536921.004,3924,7578,480,1878,0,0,,-100.00%,,-52.14%
9-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,280.00%,-26.92%,19,5,26,225.76%,-28.77%,955422.4596,5152665.346,7/9/22,VUT,4,1581745.301,750,,7234296.997,3646,5776,576,2624,0,0,,-100.00%,249.87%,-28.03%
15-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,17.65%,-23.08%,20,17,26,10.68%,-21.45%,743684.9388,5532084.831,7/15/22,VUT,2,4998469.36,2388,,7042777.199,3612,8416,340,2794,0,0,,-100.00%,17.00%,-22.65%
19-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,11.11%,-20.00%,20,18,25,8.71%,-20.65%,803925.9777,5530149.694,7/19/22,VUT,4,5086870.691,2556,,6968951.357,3544,8416,478,2792,0,0,,-100.00%,9.23%,-21.22%
23-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-10.53%,-34.62%,17,19,26,-14.16%,-35.39%,889627.8044,4692089.332,7/23/22,VUT,3,5466290.176,2726,,7262312.881,3634,7286,508,2382,0,0,,-100.00%,-12.62%,-34.45%
25-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-15.79%,-38.46%,16,19,26,-11.21%,-36.37%,421806.989,4626294.677,7/25/22,VUT,1,5210206.881,2624,,7270344.067,3634,7286,170,2314,0,0,,-100.00%,-11.81%,-36.32%
31-Jul-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,31.25%,-16.00%,21,16,25,21.00%,-19.67%,780518.8265,5597879.486,7/31/22,VUT,3,4626294.677,2314,,6968951.357,3544,8416,410,2862,0,0,,-100.00%,23.68%,-19.24%
2-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,29.41%,-12.00%,22,17,25,19.43%,-19.56%,492236.2847,5606132.606,8/2/22,VUT,4,4694024.469,2384,,6968951.357,3544,8416,378,2930,0,0,,-100.00%,22.90%,-17.33%
5-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-23.08%,20,20,26,-6.71%,-26.72%,743684.9388,5160918.466,8/5/22,VUT,2,5532084.831,2794,,7042777.199,3612,8416,340,2692,0,0,,-100.00%,-3.65%,-25.47%
6-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-19.23%,21,21,26,-7.01%,-26.09%,999930.6087,5205426.615,8/6/22,VUT,5,5597879.486,2862,,7042777.199,3612,8416,622,2738,0,0,,-100.00%,-4.33%,-24.20%
9-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-15.38%,22,22,26,-2.43%,-22.34%,668166.3239,5469757.984,8/9/22,VUT,4,5606132.606,2930,,7042777.199,3612,8416,454,2982,1736,1736,,-79.37%,1.77%,-17.44%
11-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,15.00%,-11.54%,23,20,26,7.26%,-21.40%,578349.888,5535552.639,8/11/22,VUT,2,5160918.466,2692,,7042777.199,3612,8416,240,3050,0,1736,,-79.37%,13.30%,-15.56%
27-Aug-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-15.38%,22,22,26,-0.38%,-24.53%,955422.4596,5470372.952,8/27/22,VUT,4,5491044.49,3004,1736,7248245.923,3646,5776,576,2906,0,1736,0.00%,-69.94%,-3.26%,-20.30%
3-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-4.55%,-19.23%,21,22,26,-1.24%,-23.29%,955422.4596,5402643.16,9/3/22,VUT,4,5470372.952,2906,1736,7042777.199,3612,8416,576,2836,0,1736,0.00%,-79.37%,-2.41%,-21.48%
5-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-19.23%,21,21,26,0.00%,-23.29%,487601.6442,5402643.16,9/5/22,VUT,2,5402643.16,2836,1736,7042777.199,3612,8416,238,2836,0,1736,0.00%,-79.37%,0.00%,-21.48%
22-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-5.26%,-30.77%,18,19,26,9.07%,-20.43%,920935.4854,5603831.19,9/22/22,VUT,2,5137732.932,2500,,7042777.199,3612,8416,340,2726,0,1736,,-79.37%,9.04%,-24.53%
28-Sep-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,11.76%,-24.00%,19,17,25,12.32%,-14.65%,867021.1292,5868062.207,9/28/22,VUT,3,5224411.705,2556,1736,6875374.497,3448,4938,408,3000,0,5134,195.74%,3.97%,17.37%,-12.99%
4-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,5.26%,-16.67%,20,19,24,0.89%,-12.52%,1024810.452,5920290.825,10/4/22,VUT,4,5868062.207,3000,5134,6767218.39,3380,4938,628,2938,3472,3472,-32.37%,-29.69%,-2.07%,-13.08%
6-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-16.67%,20,20,24,0.45%,-10.26%,1250387.034,6072612.597,10/6/22,VUT,3,6045191.985,3068,5134,6767218.39,3380,4938,514,3044,0,3472,-32.37%,-29.69%,-0.78%,-9.94%
15-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,10.53%,-19.23%,21,19,26,2.02%,-17.73%,955422.4596,5764861.85,10/15/22,VUT,4,5650805.608,2874,3472,7006963.807,3584,7578,576,3106,0,3472,0.00%,-54.18%,8.07%,-13.34%
23-Oct-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-4.55%,-19.23%,21,22,26,-7.76%,-20.28%,510208.3194,5614652.022,10/23/22,VUT,2,6086739.8,3276,3472,7042777.199,3612,8416,338,3078,0,5208,50.00%,-38.12%,-6.04%,-14.78%
7-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-4.55%,-16.00%,21,22,25,-6.79%,-20.84%,875274.2491,5406106.782,11/7/22,VUT,4,5800054.998,3330,5208,6829247.862,3436,8416,476,2984,0,3472,-33.33%,-58.75%,-10.39%,-13.15%
15-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-22.22%,21,21,27,0.38%,-22.90%,1061644.34,5426609.605,11/15/22,VUT,5,5406106.782,2984,3472,7038512.127,3776,8416,698,3062,3472,5208,50.00%,-38.12%,2.61%,-18.91%
16-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,0.00%,-22.22%,21,21,27,0.38%,-22.90%,965713.1119,5426609.605,11/16/22,VUT,3,5406106.782,2984,3472,7038512.127,3776,8416,510,3062,0,5208,50.00%,-38.12%,2.61%,-18.91%
21-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,10.53%,-16.00%,21,19,25,7.96%,-18.45%,487601.6442,5471555.183,11/21/22,VUT,2,5067897.768,2822,5208,6709538.851,3436,8416,238,3186,0,5208,0.00%,-38.12%,12.90%,-7.28%
29-Nov-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-4.55%,-16.00%,21,22,25,-2.52%,-19.55%,803925.9777,5398019.98,11/29/22,VUT,4,5537349.838,3254,5208,6709538.851,3436,8416,478,3110,0,3472,-33.33%,-58.75%,-4.43%,-9.49%
7-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,14.29%,-4.00%,24,21,25,0.21%,-18.94%,867021.1292,5409401.089,12/7/22,VUT,3,5398019.98,3110,3472,6673725.459,3408,7578,408,3090,0,5208,50.00%,-31.27%,-0.64%,-9.33%
19-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-8.33%,-21.43%,22,24,28,-22.62%,-43.46%,1288828.118,4224147.572,12/19/22,VUT,4,5458629.481,3116,3472,7471339.722,3940,9926,578,2774,0,3472,0.00%,-65.02%,-10.98%,-29.59%
20-Dec-22,Vanuatu,VU,East Asia & Pacific,Passenger,Intra-Regional,-8.00%,-17.86%,23,25,28,-13.56%,-34.94%,1293462.759,4860887.408,12/20/22,VUT,6,5623116.119,3286,3472,7471339.722,3940,9926,718,2944,0,3472,0.00%,-65.02%,-10.41%,-25.28%
